antigen_id,danger,safe,class
298,0,0.8,1
298,0,0.780952381,1
58,0,0.780952381,1
58,0,0.780952381,1
58,0,0.8,1
58,0,0.819047619,1
58,0,0.819047619,1
58,0,0.819047619,1
298,0,0.8,1
298,0,0.780952381,1
298,0,0.780952381,1
298,0,0.780952381,1
58,0,0.780952381,1
58,0,0.780952381,1
58,0,0.780952381,1
58,0,0.780952381,1
58,0,0.780952381,1
58,0,0.780952381,1
58,0,0.8,1
58,0,0.819047619,1
58,0,0.838095238,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
58,0,0.857142857,1
